11.1945 8.47405 11.4587 8.14264 11.3902 11.8878 8.65057 12.5089 12.6398 7.9608 13.2783 12.882 10.9576 9.86165 10.0806 11.469 10.7477 
11.3109 8.56758 11.6432 8.26727 11.6067 11.8878 8.66127 12.7552 12.7266 7.96084 13.4966 13.0782 11.1875 9.87061 10.2772 11.6152 11.0014 
11.4097 8.67576 11.8306 8.41033 11.8175 11.8919 8.67639 12.9822 12.8184 7.96113 13.6894 13.2516 11.3922 9.8843 10.4501 11.773 11.2441 
11.4878 8.79399 12.0164 8.56495 12.0198 11.9167 8.69552 13.1888 12.9163 7.96296 13.857 13.4032 11.5722 9.90196 10.6004 11.9358 11.4736 
11.5435 8.91779 12.1978 8.72463 12.2124 11.9933 8.71788 13.3744 13.0206 7.97015 14 13.5338 11.7279 9.92188 10.7289 12.098 11.6893 
11.5774 9.04343 12.3737 8.88399 12.3948 12.1613 8.74254 13.5395 13.1316 7.99122 14.1191 13.6447 11.8601 9.94168 10.837 12.2557 11.8915 
11.5921 9.16814 12.5437 9.03899 12.5674 12.4435 8.76858 13.6844 13.2489 8.04104 14.2148 13.7368 11.9696 9.95876 10.9259 12.4062 12.0807 
11.5943 9.29014 12.7081 9.18686 12.7307 12.8247 8.79523 13.8099 13.3715 8.13993 14.2881 13.8115 12.0575 9.97093 10.997 12.5476 12.2579 
11.596 9.40842 12.8675 9.32582 12.8855 13.2638 8.82191 13.9167 13.4981 8.30718 14.3401 13.8699 12.1247 9.97706 11.0519 12.6791 12.424 
11.6163 9.52264 13.0229 9.45486 13.0325 13.7211 8.84833 14.0057 13.627 8.55025 14.3726 13.9135 12.1729 9.97818 11.0924 12.8001 12.5801 
11.6795 9.63291 13.1753 9.57349 13.1722 14.1708 8.87438 14.0777 13.756 8.85896 14.3886 13.9437 12.2039 9.97883 11.1206 12.9104 12.727 
11.8075 9.73968 13.3256 9.68166 13.3054 14.6001 8.90018 14.1339 13.8829 9.21109 14.3928 13.9625 12.2206 9.98867 11.1388 13.0101 12.8659 
12.008 9.84358 13.4746 9.77957 13.4325 15.0035 8.92604 14.1755 14.0057 9.58315 14.3928 13.9722 12.2266 10.0236 11.1491 13.0992 12.9975 
12.2697 9.94535 13.6232 9.86767 13.5538 15.3797 8.95234 14.2041 14.1219 9.95707 14.3995 13.9754 12.2271 10.104 11.1541 13.1781 13.1226 
12.5696 10.0458 13.7718 9.9466 13.6696 15.729 8.97958 14.2217 14.2296 10.3213 14.4271 13.9756 12.2284 10.248 11.1559 13.2469 13.2421 
12.885 10.1456 13.9205 10.0171 13.7799 16.0527 9.00826 14.2306 14.3268 10.6695 14.4903 13.9766 12.2376 10.4618 11.1562 13.3062 13.3566 
13.1992 10.2454 14.0695 10.0802 13.8849 16.3519 9.03885 14.2336 14.4118 10.9985 14.6002 13.9829 12.2615 10.7354 11.1562 13.3562 13.4668 
13.5019 10.3457 14.2181 10.1369 13.9845 16.6282 9.07175 14.2338 14.483 11.307 14.759 13.999 12.3054 11.0483 11.1564 13.3974 13.5733 
13.7881 10.4467 14.3659 10.1884 14.0788 16.8827 9.10714 14.2344 14.5392 11.5949 14.959 14.0292 12.371 11.3793 11.1568 13.4305 13.6766 
14.0552 10.5484 14.5119 10.2361 14.1678 17.1167 9.14495 14.2382 14.5799 11.8624 15.1868 14.0768 12.4562 11.7121 11.157 13.456 13.7771 
14.3028 10.6507 14.6548 10.2815 14.2514 17.331 9.18474 14.2472 14.6052 12.1101 15.4279 14.1436 12.5556 12.0362 11.157 13.4747 13.8754 
14.531 10.753 14.7935 10.3263 14.3299 17.5266 9.2257 14.2619 14.6169 12.3387 15.6706 14.2299 12.6618 12.3459 11.1574 13.4876 13.9718 
14.7404 10.8545 14.9266 10.3724 14.4034 17.7042 9.26659 14.2814 14.6192 12.5489 15.9066 14.3341 12.7676 12.6382 11.1603 13.4955 14.0665 
14.9317 10.9542 15.0526 10.4223 14.472 17.8645 9.30587 14.3035 14.6198 12.7414 16.1306 14.4535 12.8662 12.9119 11.169 13.4997 14.1598 
15.1057 11.0511 15.1703 10.4787 14.5362 18.0082 9.34176 14.3247 14.6318 12.917 16.3398 14.5847 12.9525 13.1668 11.1887 13.5012 14.252 
15.2632 11.1438 15.2783 10.5451 14.5964 18.1356 9.37242 14.3418 14.6731 13.0762 16.5324 14.7244 13.0228 13.4032 11.2251 13.5013 14.3431 
15.4048 11.2312 15.3755 10.6254 14.653 18.2474 9.39627 14.3522 14.763 13.2197 16.7079 14.8697 13.075 13.6216 11.283 13.5015 14.4331 
15.5312 11.3119 15.461 10.7235 14.7066 18.3438 9.41226 14.3557 14.9149 13.3482 16.8661 15.0179 13.1087 13.8224 11.3646 13.5029 14.5221 
15.6431 11.3849 15.5339 10.8432 14.7578 18.4253 9.42038 14.3557 15.1283 13.4623 17.007 15.1674 13.1253 14.0064 11.4678 13.5067 14.6099 
15.7408 11.449 15.594 10.987 14.8072 18.4922 9.42235 14.3614 15.3895 13.5629 17.1309 15.3166 13.1295 14.1739 11.5868 13.514 14.6965 
15.8251 11.5035 15.641 11.1557 14.8555 18.5451 9.42249 14.389 15.6788 13.6506 17.2382 15.4646 13.1296 14.3254 11.7132 13.5256 14.7815 
15.8964 11.5477 15.6754 11.3477 14.9033 18.5844 9.42877 14.4605 15.9778 13.7264 17.3292 15.6108 13.1395 14.4614 11.8379 13.5421 14.8649 
15.9554 11.5816 15.698 11.5594 14.9513 18.611 9.45328 14.5958 16.2736 13.7911 17.4042 15.7548 13.1778 14.5823 11.9527 13.5636 14.9464 
16.0028 11.6053 15.7106 11.7859 14.9999 18.6263 9.51106 14.802 16.5578 13.846 17.4638 15.8966 13.2641 14.6885 12.0508 13.5902 15.0257 
16.0394 11.6198 15.7157 12.0215 15.0495 18.6325 9.61607 15.0679 16.8259 13.892 17.5087 16.0359 13.4109 14.7803 12.1272 13.6218 15.1025 
16.066 11.6266 15.7164 12.2611 15.1005 18.6332 9.77523 15.3711 17.0755 13.9305 17.5398 16.173 13.6169 14.8581 12.1791 13.6577 15.1766 
16.084 11.6283 15.7168 12.5 15.1529 18.6342 9.9846 15.6885 17.3058 13.9627 17.5587 16.3078 13.8677 14.9225 12.2065 13.6975 15.2477 
16.0946 11.6283 15.721 12.7343 15.2065 18.6438 10.2313 16.003 17.5165 13.9899 17.5676 16.4406 14.1439 14.9741 12.2142 13.7406 15.3157 
16.0996 11.6309 15.7331 12.9611 15.2608 18.6733 10.4991 16.304 17.7078 14.0133 17.5698 16.5717 14.4278 15.0137 12.2143 13.7863 15.3803 
16.1009 11.6407 15.7555 13.1781 15.3149 18.7353 10.7735 16.5857 17.88 14.0343 17.5698 16.7012 14.7072 15.0423 12.2304 13.834 15.4414 
16.1009 11.6618 15.7888 13.3835 15.3677 18.8412 11.044 16.8453 18.0336 14.054 17.574 16.8295 14.9743 15.0613 12.2979 13.8831 15.4987 
16.1022 11.6972 15.8312 13.5759 15.418 18.9966 11.3037 17.0818 18.1689 14.0736 17.5899 16.9568 15.2249 15.0722 12.4519 13.9332 15.552 
16.1078 11.7472 15.8789 13.7542 15.464 19.1989 11.5487 17.2951 18.2864 14.0946 17.6257 17.0834 15.4571 15.0771 12.7046 13.9838 15.6013 
16.1206 11.8096 15.9269 13.9174 15.5043 19.4386 11.7768 17.4854 18.3864 14.1183 17.6888 17.2098 15.67 15.0784 13.0349 14.0344 15.6464 
16.1433 11.88 15.9699 14.0648 15.5373 19.703 11.9872 17.6531 18.4695 14.1465 17.7834 17.336 15.8636 15.0784 13.4061 14.0848 15.687 
16.1782 11.9524 16.0035 14.1956 15.5621 19.9799 12.1797 17.7986 18.5362 14.1809 17.9095 17.4624 16.0381 15.0795 13.7862 14.1346 15.7232 
16.227 12.0206 16.0249 14.3091 15.578 20.2597 12.3544 17.9224 18.5872 14.2235 18.0625 17.5893 16.1939 15.0838 14.1555 14.1835 15.7549 
16.2902 12.079 16.034 14.4044 15.5857 20.5357 12.5117 18.025 18.6233 14.276 18.2355 17.7167 16.3313 15.0924 14.5043 14.231 15.782 
16.3676 12.1233 16.0349 14.4812 15.5874 20.8036 12.6521 18.1068 18.6461 14.3396 18.4205 17.845 16.4508 15.1054 14.8288 14.2768 15.8046 
16.4583 12.151 16.0375 14.5392 15.5876 21.0609 12.7761 18.1685 18.6577 14.4146 18.6103 17.9741 16.5528 15.1217 15.1281 14.3204 15.8229 
16.5606 12.1628 16.0587 14.5786 15.5935 21.3061 12.8844 18.2113 18.6612 14.5004 18.7991 18.1043 16.6379 15.1393 15.4031 14.3615 15.8371 
16.6727 12.1641 16.1212 14.6008 15.6152 21.5385 12.9775 18.2369 18.6612 14.5952 18.9828 18.2355 16.7064 15.1555 15.6548 14.3996 15.8475 
16.7928 12.1672 16.246 14.609 15.6639 21.7579 13.056 18.2484 18.6642 14.6963 19.1587 18.3677 16.7593 15.1675 15.8846 14.434 15.8546 
16.9191 12.1939 16.4408 14.6094 15.7494 21.9641 13.1208 18.2506 18.6785 14.8004 19.3249 18.501 16.7973 15.1739 16.0941 14.4644 15.859 
17.05 12.2733 16.6951 14.613 15.8754 22.1574 13.1725 18.251 18.7138 14.9042 19.4804 18.6352 16.8219 15.1751 16.2845 14.4903 15.8614 
17.1845 12.4306 16.9866 14.6363 16.038 22.3379 13.2121 18.26 18.7798 15.0042 19.6249 18.7704 16.8352 15.1758 16.4569 14.5112 15.8623 
17.3214 12.6715 17.2926 14.6998 16.2271 22.506 13.2408 18.2905 18.8832 15.0976 19.758 18.9063 16.8399 15.1862 16.6124 14.527 15.8626 
17.4602 12.9778 17.596 14.8218 16.4296 22.6618 13.26 18.3552 19.026 15.1821 19.8798 19.0429 16.8403 15.224 16.7521 14.5376 15.8626 
17.6001 13.3199 17.8865 15.0092 16.6335 22.8058 13.2713 18.4626 19.2049 15.2558 19.9905 19.1802 16.8416 15.3118 16.8766 14.5436 15.8627 
17.7408 13.6721 18.1586 15.2536 16.8292 22.9383 13.2767 18.6132 19.4122 15.3177 20.0903 19.318 16.8506 15.4688 16.9866 14.5458 15.8631 
17.8819 14.0172 18.4097 15.5361 17.0098 23.0596 13.2782 18.7996 19.6389 15.3673 20.1796 19.4563 16.8746 15.6995 17.083 14.5459 15.8638 
18.0231 14.3461 18.6391 15.8364 17.1707 23.1702 13.2783 19.0095 19.8767 15.4047 20.2585 19.595 16.9208 15.9903 17.1661 14.5466 15.8644 
18.1638 14.6547 18.8469 16.1384 17.3089 23.2704 13.2789 19.23 20.1187 15.4308 20.3275 19.7342 16.9941 16.3174 17.2366 14.5517 15.8648 
18.3038 14.9416 19.0338 16.4317 17.4225 23.3606 13.2818 19.4506 20.36 15.4472 20.387 19.8739 17.0961 16.6581 17.2949 14.5656 15.8648 
18.4425 15.2068 19.2005 16.7103 17.5107 23.4413 13.2881 19.6638 20.5975 15.4558 20.4373 20.0141 17.2245 16.9961 17.3417 14.5938 15.865 
18.5793 15.4512 19.3478 16.9714 17.5734 23.513 13.2979 19.8646 20.8289 15.4591 20.4789 20.1548 17.3741 17.3214 17.3776 14.6413 15.8666 
18.7135 15.6758 19.4764 17.2134 17.6118 23.5761 13.3103 20.0501 21.0531 15.4596 20.5124 20.296 17.5382 17.6288 17.4034 14.7114 15.8721 
18.8441 15.8817 19.5872 17.4363 17.6292 23.6311 13.324 20.2189 21.2691 15.4597 20.5384 20.4377 17.71 17.916 17.4202 14.8054 15.8856 
18.9704 16.0697 19.6809 17.6401 17.6324 23.6785 13.3367 20.3701 21.4765 15.4607 20.5576 20.5799 17.8839 18.1821 17.4293 14.9211 15.9129 
19.0912 16.2409 19.7582 17.8254 17.6335 23.7188 13.3466 20.5036 21.6749 15.4631 20.5709 20.7225 18.0556 18.4272 17.4328 15.0542 15.9606 
19.2055 16.3959 19.8199 17.9928 17.6515 23.7525 13.3524 20.6195 21.8638 15.4661 20.5793 20.8654 18.2221 18.6516 17.4331 15.1983 16.0349 
19.3119 16.5354 19.8668 18.1428 17.7112 23.7802 13.354 20.7182 22.043 15.4684 20.5838 21.0084 18.3812 18.8559 17.4337 15.3472 16.1402 
19.4093 16.6597 19.9 18.276 17.8355 23.8024 13.3541 20.8 22.2119 15.469 20.5857 21.1513 18.5319 19.0407 17.4387 15.4948 16.2769 
19.4965 16.7693 19.9209 18.393 18.033 23.8197 13.358 20.8657 22.3701 15.4693 20.5861 21.2938 18.6735 19.2064 17.4528 15.6362 16.4411 
19.5724 16.8641 19.9315 18.4945 18.2928 23.8328 13.3753 20.9161 22.5168 15.4754 20.5861 21.4354 18.8055 19.3535 17.4811 15.7675 16.6259 
19.6357 16.9443 19.9348 18.581 18.5919 23.8421 13.4184 20.9521 22.6515 15.5009 20.5867 21.5758 18.9279 19.4825 17.5282 15.8857 16.823 
19.6858 17.0097 19.9348 18.653 18.9069 23.8486 13.5005 20.9753 22.7732 15.568 20.5888 21.7144 19.0407 19.5936 17.5973 15.9889 17.0246 
19.7221 17.0604 19.9376 18.7114 19.2209 23.8526 13.6301 20.9877 22.881 15.7023 20.5928 21.8507 19.144 19.6872 17.6896 16.0757 17.2239 
19.745 17.0966 19.951 18.7567 19.5234 23.8551 13.8071 20.9921 22.9739 15.9191 20.5989 21.9841 19.2378 19.7637 17.804 16.1453 17.4159 
19.7558 17.1189 19.9849 18.79 19.8092 23.8564 14.0224 20.9924 23.0509 16.2125 20.607 22.1137 19.3222 19.8235 17.9372 16.1978 17.597 
19.7581 17.1291 20.0497 18.8125 20.0761 23.8572 14.2619 20.9937 23.1112 16.5582 20.6168 22.239 19.397 19.8673 18.0849 16.2338 17.7645 
19.7585 17.131 20.1541 18.8256 20.3237 23.8576 14.5113 21.0028 23.1542 16.9281 20.6277 22.3591 19.4621 19.8964 18.2422 16.2548 17.9167 
19.7682 17.1316 20.3022 18.8314 20.5522 23.858 14.7591 21.0271 23.1802 17.3002 20.6392 22.4734 19.5175 19.9126 18.4047 16.2638 18.0524 
19.8035 17.1428 20.4924 18.8326 20.7626 23.8586 14.9974 21.0743 23.1913 17.6608 20.6508 22.5809 19.5628 19.9188 18.5685 16.2652 18.1707 
19.8836 17.1817 20.7177 18.8327 20.9557 23.86 15.2211 21.1508 23.1926 18.0029 20.6622 22.6809 19.598 19.9194 18.7305 16.2658 18.2712 
20.0244 17.2685 20.9686 18.8361 21.1325 23.8636 15.4275 21.2597 23.1948 18.3232 20.6731 22.7727 19.6232 19.9207 18.8885 16.2741 18.3535 
20.2302 17.4192 21.2356 18.8481 21.2941 23.8719 15.6151 21.4004 23.2161 18.6207 20.6837 22.8554 19.6388 19.9307 19.0406 16.3 18.4175 
20.492 17.6373 21.5106 18.8746 21.4414 23.8899 15.783 21.5687 23.282 18.8955 20.694 22.9283 19.6459 19.9587 19.1856 16.3526 18.4635 
20.7918 17.9113 21.7875 18.9213 21.5751 23.9253 15.9313 21.7582 23.4184 19.1484 20.7048 22.9908 19.6473 20.0135 19.3226 16.4377 18.4926 
21.1109 18.2213 22.0622 18.9931 21.696 23.9887 16.06 21.9621 23.637 19.3804 20.7167 23.0421 19.6477 20.1006 19.451 16.5553 18.5069 
21.4348 18.5475 22.3317 19.0926 21.805 24.0916 16.1695 22.1741 23.9279 19.5924 20.731 23.0821 19.6547 20.2203 19.5701 16.7 18.5106 
21.754 18.875 22.5943 19.2201 21.9025 24.243 16.2604 22.3895 24.2655 19.7857 20.7496 23.1105 19.6797 20.3676 19.6796 16.8627 18.5106 
22.0628 19.1942 22.8486 19.3731 21.9893 24.4451 16.3332 22.6046 24.6232 19.9613 20.7754 23.1281 19.7367 20.5338 19.779 17.0337 18.5183 
22.3586 19.4995 23.0939 19.5475 22.0659 24.6918 16.3889 22.8169 24.9813 20.1202 20.8126 23.1361 19.8393 20.7093 19.8679 17.2042 18.5493 
22.64 19.7881 23.3296 19.7384 22.1329 24.9709 16.4287 23.0247 25.3278 20.2636 20.8667 23.1377 19.9954 20.8853 19.946 17.3675 18.6212 
22.9067 20.0588 23.5554 19.9408 22.1908 25.2685 16.4542 23.227 25.6566 20.3925 20.9443 23.138 20.2032 21.055 20.0129 17.5191 18.7483 
23.1588 20.3112 23.771 20.1505 22.2402 25.5726 16.4677 23.4231 25.9649 20.508 21.0522 23.1455 20.4517 21.2133 20.0683 17.656 18.9345 
23.3968 20.5454 23.9762 20.3641 22.2816 25.8739 16.4725 23.6127 26.2516 20.6114 21.195 23.1718 20.7259 21.3569 20.1121 17.7763 19.1716 
23.6211 20.7617 24.1707 20.5788 22.3157 26.1665 16.4728 23.7955 26.5168 20.7038 21.3739 23.2313 21.0112 21.4838 20.1443 17.8792 19.4432 
23.8323 20.9604 24.3545 20.7927 22.343 26.4464 16.4742 23.9714 26.7608 20.7864 21.5858 23.3369 21.2963 21.5928 20.1653 17.9643 19.732 
24.0308 21.142 24.5273 21.0041 22.3641 26.7116 16.4833 24.1404 26.9842 20.8606 21.8236 23.4958 21.5736 21.6834 20.1763 18.0321 20.0244 
24.217 21.3069 24.689 21.2118 22.3798 26.9608 16.507 24.3024 27.1875 20.9277 22.0787 23.7056 21.8382 21.7557 20.1798 18.0832 20.3111 
24.3915 21.4553 24.8394 21.4149 22.3907 27.1937 16.5517 24.4574 27.3711 20.9891 22.3425 23.9556 22.0872 21.8102 20.1798 18.1188 20.5864 
24.5544 21.5875 24.9783 21.6126 22.3975 27.4102 16.6212 24.6055 27.5355 21.0461 22.6076 24.2314 22.3192 21.8481 20.1833 18.1408 20.8474 
24.7061 21.7037 25.1055 21.804 22.4012 27.6105 16.7162 24.7466 27.6809 21.1001 22.8685 24.5194 22.5334 21.8712 20.2007 18.1518 21.0926 
24.8467 21.804 25.2208 21.9884 22.4026 27.7949 16.8341 24.881 27.8075 21.1526 23.1211 24.8094 22.7294 21.8823 20.245 18.1551 21.3214 
24.9766 21.8886 25.3239 22.1652 22.4028 27.964 16.9694 25.0086 27.9156 21.2049 23.3627 25.0942 22.9071 21.8852 20.3303 18.1552 21.5338 
25.0957 21.9575 25.4147 22.3337 22.4029 28.1183 17.1158 25.1297 28.0054 21.2583 23.5917 25.3696 23.0665 21.8852 20.4664 18.1571 21.73 
25.2042 22.0109 25.493 22.4934 22.4047 28.2584 17.2674 25.2445 28.0771 21.3142 23.8069 25.6331 23.2077 21.8887 20.6548 18.1665 21.9104 
